t,q1,q2,q3
15.7945779323364,-0.0187834184851862,0.0401562894568648,0.0129524861046897
15.8445779323364,-0.0211831198997308,0.0452865113431788,0.0146072487482312
15.8945779323364,-0.0237523037784416,0.0507790627433826,0.0163788814526635
15.9445779323364,-0.0264925063687684,0.0566372279370291,0.0182684435684859
15.9945779323364,-0.0294048599353966,0.0628634275457152,0.0202767158717114
16.0445779323364,-0.032490102631089,0.069459239635544,0.0224042073705069
16.0945779323364,-0.0357485883675286,0.0764254208195883,0.024651162111831
16.1445779323364,-0.0391802966861599,0.0837619273603529,0.0270175659880729
16.1945779323364,-0.0427848426290313,0.0914679362722379,0.0295031535436916
16.2445779323364,-0.0465614866096373,0.0995418664240018,0.0321074147818543
16.2945779323364,-0.0505091442837604,0.107981399641223,0.0348296019710754
16.3445779323364,-0.0546263964203132,0.116783501808765,0.0376687364518549
16.3945779323364,-0.0589114987721804,0.125944443973238,0.0406236154433179
16.4445779323364,-0.063362391947061,0.135459823445459,0.0436928188498527
16.4945779323364,-0.0679767112783105,0.145324584902922,0.0468747160677496
16.5445779323364,-0.0727517966957825,0.155533041492253,0.0501674727918406
16.5945779323364,-0.0776847025966713,0.166078895931678,0.0535690578221373
16.6445779323364,-0.0827722077163537,0.176955261613482,0.0570772498704692
16.6945779323364,-0.0880108249992309,0.188154683706476,0.0606896443671243
16.7445779323364,-0.0933968114695711,0.199669160258458,0.064403660267486
16.7945779323364,-0.098926178102351,0.211490163298674,0.0682165468586728
16.8445779323364,-0.104594699694098,0.223608659940285,0.0721253905661772
16.8945779323364,-0.110397924733734,0.236015133482825,0.0761271217605037
16.9445779323364,-0.116331185273412,0.248699604514668,0.0802185215638092
16.9945779323364,-0.122389606799367,0.261651652015489,0.0843962286565392
17.0445779323364,-0.128568118102749,0.274860434458727,0.0886567460840693
17.0945779323364,-0.134861461150472,0.288314710914049,0.0929964480633423
17.1445779323364,-0.141264200956051,0.302002862149811,0.0974115867895071
17.1945779323364,-0.147770735450448,0.315912911735521,0.101898299242559
17.2445779323364,-0.154375305352912,0.330032547144305,0.106452613993975
17.2945779323364,-0.161072004041821,0.344349140855366,0.111070458013359
17.3445779323364,-0.167854787425525,0.358849771456448,0.115747663475071
17.3945779323364,-0.174717483813187,0.373521244746302,0.120479974564877
17.4445779323364,-0.181653803785627,0.388350114837143,0.125263054286577
17.4945779323364,-0.188657350066162,0.403322705257119,0.130092491268653
17.5445779323364,-0.195721627391447,0.418425130052768,0.134963806570903
17.5945779323364,-0.202840052382323,0.433643314891487,0.139872460491077
17.6445779323364,-0.210005963414651,0.44896301816399,0.144813859371524
17.6945779323364,-0.21721263049016,0.464369852086773,0.149783362405824
17.7445779323364,-0.224453265107287,0.479849303804577,0.154776288445429
17.7945779323364,-0.231721030132018,0.495386756492849,0.1597879228063
17.8445779323364,-0.239009049668734,0.510967510460209,0.164813524075551
17.8945779323364,-0.246310418931047,0.526576804250908,0.169848330918081
17.9445779323364,-0.253618214112649,0.542199835747293,0.174887568883218
17.9945779323364,-0.260925502258146,0.557821783272272,0.179926457211355
18.0445779323364,-0.268225351133908,0.573427826691773,0.184960215640589
18.0945779323364,-0.275510839098906,0.589003168517209,0.189984071213362
18.1445779323364,-0.282775064975558,0.604533055007942,0.194993265083097
18.1945779323364,-0.290011157920565,0.620002797273742,0.199983059320838
18.2445779323364,-0.297212287295761,0.635397792377255,0.204948743721888
18.2945779323364,-0.304371672538947,0.650703544436462,0.209885642612451
18.3445779323364,-0.31148259303474,0.665905685727144,0.214789121656265
18.3945779323364,-0.318538397985409,0.680989997785342,0.219654594661247
18.4445779323364,-0.325532516281725,0.695942432509825,0.224477530386127
18.4945779323364,-0.332458466373792,0.710749133264547,0.22925345934709
18.5445779323364,-0.339309866141901,0.725396455981114,0.233977980624411
18.5945779323364,-0.346080442767362,0.739870990261246,0.2386467686691
18.6445779323364,-0.352764042603352,0.754159580479238,0.243255580109533
18.6945779323364,-0.359354641045757,0.768249346884427,0.247800260558098
18.7445779323364,-0.36584635240401,0.782127706703649,0.252276751417829
18.7945779323364,-0.372233439771938,0.795782395243707,0.256681096689046
18.8445779323364,-0.3785103248986,0.809201486993832,0.261009449775996
18.8945779323364,-0.384671598059131,0.822373416728146,0.265258080293487
18.9445779323364,-0.390712027925584,0.835287000608124,0.269423380873532
18.9945779323364,-0.396626571437772,0.847931457285057,0.273501873971986
19.0445779323364,-0.40241038367411,0.860296429002519,0.277490218675182
19.0945779323364,-0.408058827722458,0.872372002698822,0.281385217506574
19.1445779323364,-0.41356748455096,0.884148731109484,0.285183823233373
19.1945779323364,-0.418932162878891,0.895617653869697,0.288883145673186
19.2445779323364,-0.424148909047492,0.906770318616775,0.292480458500656
19.2945779323364,-0.429214016890822,0.917598802092633,0.295973206054102
19.3445779323364,-0.434124037606588,0.928095731246239,0.299359010142152
19.3945779323364,-0.438875789627,0.938254304336083,0.30263567685039
19.4445779323364,-0.443466368489602,0.948068312032638,0.305801203347989
19.4945779323364,-0.447893156708121,0.957532158520819,0.308853784694349
19.5445779323364,-0.452153833643304,0.966640882602453,0.311791820645742
19.5945779323364,-0.456246385373766,0.975390178798736,0.314613922461945
19.6445779323364,-0.460169114566828,0.983776418452699,0.31731891971288
19.6945779323364,-0.463920650349357,0.991796670831671,0.319905867085254
19.7445779323364,-0.467499958178615,0.99944872422974,0.322374051189198
19.7945779323364,-0.470906349713094,1.00673110707021,0.324722997364905
19.8445779323364,-0.474139492683365,1.01364310900809,0.326952476489268
19.8945779323364,-0.477199420762911,1.02018480203252,0.329062511782521
19.9445779323364,-0.480086543438979,1.02635706156925,0.331053385614874
19.9945779323364,-0.482801655883413,1.03216158758312,0.332925646313157
20.0445779323364,-0.485345948823505,1.0376009256805,0.334680114967454
20.0945779323364,-0.487721018412828,1.04267848821174,0.336317892237743
20.1445779323364,-0.489928876102087,1.04739857537369,0.33784036516054
20.1945779323364,-0.491971958509954,1.0517663963121,0.339249213955529
20.2445779323364,-0.493853137293912,1.05578809022412,0.340546418832206
20.2945779323364,-0.495575729021097,1.05947074746073,0.341734266796517
20.3445779323364,-0.497143505039147,1.06282243062927,0.342815358457498
20.3945779323364,-0.498560701347032,1.06585219569581,0.343792614833912
20.4445779323364,-0.499832028465903,1.06857011308768,0.344669284160887
20.4945779323364,-0.500962681309932,1.07098728879592,0.345448948696555
20.5445779323364,-0.50195834905716,1.07311588547773,0.346135531528696
20.5945779323364,-0.50282522502033,1.07496914355893,0.346733303381371
20.6445779323364,-0.503570016517734,1.07656140233644,0.34724688942156
20.6945779323364,-0.504199954744054,1.07790812108074,0.347681276065805
20.7445779323364,-0.504722804641207,1.07902590013833,0.348041817786847
20.7945779323364,-0.50514687476918,1.07993250203416,0.348334243920265
20.8445779323364,-0.505481027176881,1.08064687257416,0.348564665471113
20.8945779323364,-0.505734687272974,1.08118916194765,0.348739581920563
20.9445779323364,-0.505917853696724,1.08158074582982,0.348865888032538
20.9945779323364,-0.506041108188841,1.0818442464842,0.348950880660357
21.0445779323364,-0.506115625462316,1.0820035538651,0.349002265553368
21.0945779323364,-0.506153183073269,1.0820838467201,0.349028164163591
21.1445779323364,-0.506166171291793,1.08211161369249,0.349037120452356
21.2372658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.2872658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.3372658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.3872658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.4372658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.4872658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.5372658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.5872658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.6372658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.6872658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.7372658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.7872658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.8372658859821,-0.506167595730576,1.08211465894095,0.349038102702928
21.8872658859821,-0.506167595730576,1.08211465894095,0.349038102702928
